Datum,Weihnachtsmarkt,Ferien,Ware_1,Ware_2,Ware_3,Ware_4,Ware_5,Ware_6,Gesamtumsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Feiertag,vor_feiertag,nach_feiertag,Wochentag_2,Wochentag_3,Wochentag_4,Wochentag_5,Wochentag_6,Wochentag_7,Wochentag_1,Monat_7,Monat_8,Monat_9,Monat_10,Monat_11,Monat_12,Monat_1,Monat_2,Monat_3,Monat_4,Monat_5,Monat_6,Temperaturklassen_normal,Temperaturklassen_warm,Temperaturklassen_kalt,Temperaturklassen_NA
2014-05-20,0,0,112.7795619,345.5261737,142.2828528,143.9778988,263.7276115,61.4115488,1069.7056475,NA,0,20.725,12,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2014-05-21,0,0,123.7544398,356.7272308,134.1079236,70.20992747,227.2567782,65.20224695,977.25854682,NA,2,26.8625,8,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2014-05-22,0,0,116.3680353,402.5431784,105.9858852,83.65813892,222.8071756,47.53682656,978.89923998,NA,0,26.375,8,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2014-05-23,0,0,129.7533868,410.1667859,157.5338198,37.4555595,284.8176017,67.35752662,1087.08468032,NA,7,18.0125,12,65,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014-05-24,0,0,117.2231212,524.5122853,196.118994,75.44967234,320.5321383,119.6327661,1353.46897724,NA,2,17.9625,8,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014-05-25,0,0,85.75022163,597.0472166,216.6407105,63.83727623,288.49867,88.84522773,1340.61932269,NA,2,20.4625,11,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2014-05-26,0,0,117.2653845,387.7892042,138.5562657,113.1981699,234.8304212,75.75567812,1067.39512362,NA,0,19.9625,13,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014-05-27,0,0,114.8503436,424.223658,142.3455219,81.5364761,280.0874419,153.3111996,1196.3546411,NA,7,12.8875,21,21,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014-05-28,0,0,190.5531845,440.7533843,196.5349299,57.12451296,317.6656357,62.18223813,1264.81388549,NA,7,10.2,22,21,NA,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014-05-29,0,1,85.87984842,670.0641741,254.2950741,58.75893601,429.2564489,75.08262102,1573.33710255,NA,4,12.7,14,NA,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014-05-30,0,0,187.2390064,543.7342821,264.0365888,88.18597441,388.3183791,56.74013349,1528.2543643,NA,0,17.9625,13,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014-05-31,0,0,171.3475248,616.2459155,292.1415937,53.18008325,382.0444054,130.2098904,1645.16941305,NA,3,15.9125,15,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014-06-01,0,0,93.40270921,676.0635885,238.1476674,55.37843591,276.8903368,127.1898085,1467.07254632,NA,7,13.825,6,21,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-02,0,0,199.7231606,441.0526648,142.0684467,112.8784643,292.066999,103.7624335,1291.5521689,NA,0,17.625,9,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-03,0,0,142.5380257,416.9468088,161.4713947,89.112531,245.2121484,142.5598898,1197.8407984,NA,1,20,9,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2014-06-04,0,0,137.3974707,415.711171,140.5657211,80.68144375,268.2641304,65.89642588,1108.51636283,NA,1,21.4875,14,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2014-06-05,0,0,194.6042412,390.5757732,151.313296,74.42740806,309.6531259,66.26298895,1186.83683331,NA,5,15.0375,18,65,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-06,0,0,181.6423047,428.9534433,169.4728349,84.81554383,281.2280677,78.96847037,1225.0806648,NA,3,19.3125,12,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-07,0,0,199.2828266,753.4435382,294.1929565,65.08788661,442.520093,103.0490075,1857.57630841,NA,0,17.9625,8,NA,NA,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-08,0,0,116.1341026,681.1866407,280.5333512,105.3359923,386.9748069,78.00075105,1648.16564475,NA,6,22.1,12,21,1,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2014-06-09,0,0,110.8382688,808.1267807,304.4636793,139.6877622,438.3052404,42.65823329,1844.07996469,NA,0,20.6625,10,NA,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2014-06-10,0,0,183.9187548,481.2506141,171.1613658,79.38803249,255.648794,105.9465754,1277.31413659,NA,1,25.7875,9,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2014-06-11,0,0,149.4465447,400.748049,178.1356232,70.9302793,294.969897,55.81270079,1150.04309399,NA,7,20.5,8,61,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2014-06-12,0,0,139.8287288,430.9237553,169.7396007,72.3068065,282.8922389,86.1903422,1181.8814724,NA,4,19.55,12,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-13,0,0,181.0769902,469.7601395,193.4993196,70.71596898,340.6369785,35.852936,1291.54233278,NA,7,17.45,18,21,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-14,0,0,198.6929575,564.1643021,226.9667091,55.64372959,298.4523065,65.81949369,1409.73949848,NA,1,18.9125,13,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-15,0,0,54.02497022,625.46462,241.1062042,59.34982415,351.284208,74.49066017,1405.72048674,NA,0,19.275,8,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-16,0,0,162.6070176,433.5059378,172.1587761,104.9985882,265.4232524,51.83907393,1190.53264603,NA,6,18.3125,10,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-17,0,0,124.5622184,419.6516028,157.9955686,115.2133712,262.9319782,66.73735293,1147.09209213,NA,1,20.375,7,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2014-06-18,0,0,137.8657779,432.5743312,153.0687143,87.67087656,370.5571821,49.95819612,1231.69507818,NA,3,19.3,13,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-19,0,0,129.8947992,429.9557283,142.5159672,83.47723947,360.8571095,46.13074926,1192.83159293,NA,7,15.2875,19,21,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-20,0,0,175.7287484,554.7104471,196.1621488,63.66869307,390.4211175,51.62313978,1432.31429465,NA,7,15.9875,16,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-21,0,0,162.4106728,691.3021299,266.7588337,72.8643981,398.0750889,35.22081003,1626.63193343,1,6,15.5125,18,61,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-22,0,0,99.62761328,687.1274554,256.9617871,56.73258594,399.7563758,0,1500.20581752,1,5,15.7,19,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-23,0,0,130.997405,511.714044,190.7425454,140.5348261,331.7686301,0,1305.7574506,1,4,16.5,17,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-24,0,0,119.068456,508.6083221,193.6113139,80.74916129,293.5824538,0,1195.61970709,1,7,14.3625,7,21,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-25,0,0,114.24864,517.1692591,177.0602516,60.37572482,359.2947242,0,1228.14859972,1,0,18.4375,10,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-26,0,0,139.6448339,583.73387,231.9442145,75.70946172,379.5673588,0,1410.59973892,1,6,17.575,8,63,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-27,0,0,149.1996198,595.2043071,232.1659298,44.58370215,371.3246199,0,1392.47817875,1,4,20.1625,7,95,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2014-06-28,0,0,234.3689635,861.8586169,396.5124111,65.17588931,498.1335522,0,2056.04943301,1,6,16.9625,6,95,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-29,0,0,99.02482495,770.7006996,288.9607766,63.93966023,316.4834782,0,1539.10943958,1,7,17.3125,8,61,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-06-30,0,0,171.8730658,465.3702512,199.5167342,113.3429614,265.3982772,0,1215.5012898,NA,3,18.3375,12,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014-07-01,0,0,79.46577664,394.0829754,166.4832195,74.31761753,316.1465468,0,1030.49613587,NA,6,15.6875,14,61,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-02,0,0,130.3535735,409.9898159,221.6442683,64.33797135,276.1241323,0,1102.44976135,NA,6,17.1125,15,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-03,0,0,158.2105891,417.5825052,153.5367972,62.01332226,312.1209964,0,1103.46421016,NA,7,20.4,9,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-04,0,0,112.903849,438.3232084,173.6274431,55.58126977,237.1796909,0,1017.61546117,NA,0,26.9375,10,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-05,0,0,150.9793191,576.8429419,264.2503467,72.47007021,266.3186049,0,1330.86128281,NA,6,24.5875,10,65,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-06,0,0,84.80424477,538.6015052,233.4655944,54.4785321,328.5479486,0,1239.89782507,NA,5,25.2375,6,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-07,0,0,142.2413585,464.4350466,178.2491251,130.3421348,250.7011,0,1165.968765,NA,5,20.8,10,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-08,0,0,109.6064921,497.8698801,168.6498601,68.33749495,279.7187389,0,1124.18246615,NA,7,19.6,15,63,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-09,0,0,116.752191,494.2528997,228.1190751,89.73778349,307.6464937,0,1236.50844299,NA,0,24.65,24,5,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-10,0,0,132.7247063,531.353706,223.6191191,55.49220042,277.4005412,0,1220.59027302,NA,0,24.757142,18,0,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-11,0,0,180.7115136,574.8766675,247.3818389,71.24448517,274.7796961,0,1348.99420127,NA,1,22.9375,18,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-12,0,0,142.3310905,668.2796699,320.0662417,100.9646366,325.7124085,0,1557.3540472,NA,0,20.375,12,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-13,0,0,80.45311408,755.5851901,273.9407571,79.88956858,354.5178871,0,1544.38651696,NA,7,18.6,10,61,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-14,0,1,153.6985509,549.516511,253.553728,97.11307115,271.3156732,0,1325.19753425,NA,7,19.45,15,63,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-15,0,1,157.3850416,544.6276843,264.7345513,47.31996922,314.4817706,0,1328.54901702,NA,6,22.2625,9,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-16,0,1,158.6804784,558.2013513,293.5493604,151.0939363,323.6326702,0,1485.1577966,NA,6,19.4125,7,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-07-17,0,1,160.5229297,601.5475003,279.7553914,91.19634726,290.3719316,0,1423.39410026,NA,4,22.7625,7,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-18,0,1,119.8110425,611.7607959,320.6934525,63.21675918,279.6065797,0,1395.08862978,NA,1,26.05,10,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-19,0,1,144.7855445,758.0076822,366.4595623,76.23513873,305.4065056,0,1650.89443333,NA,0,28.0625,13,NA,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-20,0,1,111.9902983,780.8842348,339.90205,57.22802566,365.5304352,0,1655.53504396,NA,3,24.3125,15,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-21,0,1,137.7030023,603.8606453,229.0359756,87.45868758,384.722755,0,1442.78106578,NA,0,23.4875,19,5,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-22,0,1,152.1341705,613.0265821,242.552444,72.41719504,288.4853202,0,1368.61571184,NA,0,24.9875,14,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-23,0,1,144.3919303,588.6045018,287.6336152,142.1464413,299.9754192,0,1462.7519078,NA,0,25,14,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-24,0,1,163.3098891,571.8809758,299.2894825,57.8173465,285.8133972,0,1378.1110911,NA,0,24.8375,11,NA,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-25,0,1,145.1317991,570.6298989,272.2410805,79.27951512,310.3804702,0,1377.66276382,NA,0,26.325,18,NA,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-26,0,1,171.3215235,685.4994746,325.575891,129.3801767,318.191646,0,1629.9687118,NA,6,22.375,10,21,NA,NA,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-27,0,1,90.18163349,782.1783704,336.7029529,141.5937617,360.0723618,0,1710.72908029,NA,3,25.55,12,21,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-28,0,1,157.8138374,630.1708818,288.5024206,83.60883096,309.2217367,0,1469.31770746,NA,0,24.7625,7,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-29,0,1,144.4550512,613.2068002,287.8947886,153.5731689,324.4275544,0,1523.5573633,NA,0,25.35,10,NA,NA,NA,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-30,0,1,137.8683698,621.0134637,322.8758811,86.6579212,315.9848264,0,1484.4004622,NA,6,22.925,12,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-07-31,0,1,174.3337098,600.5013589,309.0793433,64.73008099,342.6821039,0,1491.32659689,NA,3,22.4375,12,21,NA,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-01,0,1,153.9661938,607.9461699,319.5007749,91.75960128,338.0817489,0,1511.25448878,NA,1,26.725,8,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-02,0,1,189.4440733,792.6530072,371.3178896,62.59123897,366.8614954,0,1782.86770447,NA,2,26.0875,12,NA,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-03,0,1,75.38069298,771.2512818,343.4379228,82.06274003,290.0096913,0,1562.14232891,NA,5,23.0875,9,63,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-04,0,1,190.6313416,698.0726983,297.3677607,73.68752769,316.7778999,0,1576.53722819,NA,6,22.5125,8,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-05,0,1,158.4812039,686.6511187,368.1777637,173.2048218,309.3731132,0,1695.8880213,NA,5,23.0875,10,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-06,0,1,140.0032866,716.4770639,445.6012416,57.31425737,319.5691418,0,1678.96499127,NA,0,22.825,10,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-07,0,1,172.4935804,716.105541,369.4633198,87.86870822,368.694686,0,1714.62583542,NA,7,20.3125,6,61,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-08,0,1,194.2267031,758.9904903,403.3670706,72.25988023,381.2071886,0,1810.05133283,NA,3,22.725,8,NA,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-09,0,1,216.790146,874.9067461,421.5529739,100.0390807,445.0266349,0,2058.3155816,NA,6,20.1,17,61,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-10,0,1,98.59195102,745.2592738,361.1579641,81.55068583,381.0818556,0,1667.64173035,NA,6,23.1,12,NA,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-11,0,1,186.8432875,653.8682773,333.6723933,121.7064471,330.3157994,0,1626.4062046,NA,4,20.075,13,21,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-12,0,1,155.6330565,664.2408101,358.7294013,76.83148837,334.4290563,0,1589.86381257,NA,5,16.9125,12,95,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-13,0,1,129.9608794,677.2825643,333.6163427,44.95553091,410.8011271,0,1596.61644441,NA,2,20.9375,10,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-08-14,0,1,162.3120593,678.8157179,339.9104005,85.1686827,355.6661199,0,1621.8729803,NA,7,18.05,10,65,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-15,0,1,232.6686886,693.2849049,335.8200735,86.85492399,387.5260857,0,1736.15467669,NA,6,18.3625,8,61,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-16,0,1,229.3210986,799.7079032,398.4397015,95.03564698,434.0750545,0,1956.57940478,NA,6,17.2,15,61,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-17,0,0,0,0,0,0,0,0,0,NA,7,15.65,13,61,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1
2014-08-18,0,1,204.943579,764.8109214,452.0062658,61.64966104,556.6799268,0,2040.09035404,NA,6,15.2,15,61,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-19,0,1,157.5165132,628.9664458,292.3180399,65.44699579,346.5546788,0,1490.80267349,NA,6,14.0875,12,61,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-20,0,1,175.194858,643.9381756,266.7024146,89.26135966,357.6828212,0,1532.77962906,NA,5,15.675,17,21,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-21,0,1,177.5961402,619.405497,328.982448,42.46325257,344.5910313,0,1513.03836907,NA,5,16.2625,11,21,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-22,0,1,196.4221581,648.0970752,327.9034428,66.15994623,379.9725351,0,1618.55515743,NA,7,16.325,12,61,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-23,0,1,226.6330537,811.1641489,436.0610187,67.7692374,417.4630068,0,1959.0904655,NA,4,15.9875,11,21,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-24,0,0,151.9259685,861.5031642,363.974117,92.97117669,458.2854903,0,1928.65991669,NA,3,16.3125,20,21,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-25,0,0,202.2453417,453.7306468,253.3206791,137.727348,261.5695994,0,1308.593615,NA,5,14.7875,13,65,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-26,0,0,143.8422602,468.6470469,212.3531222,59.57340183,297.8268984,0,1182.24272953,NA,3,17.325,7,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-27,0,0,141.1245408,552.6312352,203.4765689,61.68048459,357.7321012,0,1316.64493069,NA,1,19.875,9,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-28,0,0,147.5979485,531.7162881,251.8653496,43.070591,279.8099696,0,1254.0601468,NA,0,19.75,9,0,NA,NA,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-29,0,0,119.0015078,523.6972813,256.7801283,64.13471901,287.276594,0,1250.89023041,NA,5,19.125,12,63,NA,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-30,0,0,162.8150449,663.3583297,295.5553308,78.54825353,308.2073851,0,1508.48434403,NA,7,17.75,9,61,NA,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-08-31,0,0,136.9941994,636.4856471,253.8001845,97.32621954,399.571169,0,1524.17741954,NA,7,16.375,8,21,NA,NA,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-09-01,0,0,192.5839275,482.3545874,226.5432733,56.68298571,295.5243964,0,1253.68917031,NA,7,17.875,12,61,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-09-02,0,0,93.40321127,458.4022375,240.2854803,83.57188589,288.6140382,0,1164.27685316,NA,2,18.375,13,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-09-03,0,0,128.1008821,472.1001942,234.7387456,73.4335227,318.6572549,0,1227.0305995,NA,2,18.75,13,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-09-04,0,0,118.7322748,450.1316473,223.143361,121.3119103,375.1524239,0,1288.4716173,NA,0,20,15,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-09-05,0,0,168.7989904,486.1203668,207.7958898,139.0766216,414.188448,0,1415.9803166,NA,2,21.375,10,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-09-06,0,0,165.4776172,631.7960596,250.5532837,107.3326251,379.4781633,0,1534.6377489,NA,2,24,5,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014-09-07,0,0,48.9648441,611.7294749,268.5031202,153.4493844,305.3214301,0,1387.9682537,NA,5,20,6,21,NA,NA,NA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-09-08,0,0,177.3612611,362.9435036,181.4813065,121.0291743,235.0738029,0,1077.8890484,NA,4,17.375,12,21,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-09-09,0,0,128.0173746,417.3096473,194.8125566,98.6406413,293.5902968,0,1132.3705166,NA,6,17.125,16,63,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-09-10,0,0,173.5462996,400.8311997,166.4159614,93.08572254,300.9688407,0,1134.84802394,NA,2,18.625,12,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
