"","Datum","Wochentag","Sonntag","Samstag","Monat","Weihnachtsmarkt","Feiertage","Ferien","Monat_1","Ware_1","Ware_2","Ware_3","Ware_4","Ware_5","Ware_6","Gesamtumsatz","weihnachtsfeiertag_25","weihnachtsfeiertag_26","weihnachtsfeiertag_27","neujahrstage"
"545",2014-12-27,7,0,1,12,0,0,1,0,133.1602196,513.6616789,184.8166221,106.882618,286.9240232,NA,NA,NA,NA,1,NA
"546",2014-12-28,1,1,0,12,0,0,1,0,65.50117654,623.5380326,165.516328,219.5238141,226.105265,NA,NA,NA,NA,NA,NA
"547",2014-12-29,2,0,0,12,0,0,1,0,159.3531749,458.0338614,195.1878284,136.0494423,303.6727633,NA,NA,NA,NA,NA,NA
"548",2014-12-30,3,0,0,12,0,0,1,0,171.9003647,581.7409672,204.8438875,256.5357019,430.3369768,NA,NA,NA,NA,NA,NA
"549",2014-12-31,4,0,0,12,0,0,1,0,253.255021,643.3777801,162.6229767,121.9632185,1879.461831,NA,NA,NA,NA,NA,NA
"550",2015-01-01,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"551",2015-01-02,6,0,0,1,0,0,1,0,171.4364804,512.1777202,182.1230093,124.08253,300.8298058,NA,NA,NA,NA,NA,NA
"552",2015-01-03,7,0,1,1,0,0,1,0,146.7254665,495.4836862,170.9630777,133.991008,277.8334318,NA,NA,NA,NA,NA,NA
"553",2015-01-04,1,1,0,1,0,0,1,0,69.26187502,652.4396012,202.3059464,105.1091626,337.5655719,NA,NA,NA,NA,NA,NA
"554",2015-01-05,2,0,0,1,0,0,1,0,159.4986808,349.3998847,161.9896264,164.1140002,270.1737319,NA,NA,NA,NA,NA,NA
"555",2015-01-06,3,0,0,1,0,0,1,0,116.6218215,310.4625586,125.3566395,190.1484506,265.8548601,NA,NA,NA,NA,NA,NA
"556",2015-01-07,4,0,0,1,0,0,0,0,116.0468703,289.5687395,115.6628391,197.3923854,263.0352455,NA,NA,NA,NA,NA,NA
"557",2015-01-08,5,0,0,1,0,0,0,0,88.92197637,313.9075848,91.47470394,97.60351287,230.8668494,NA,NA,NA,NA,NA,NA
"558",2015-01-09,6,0,0,1,0,0,0,0,89.51585533,314.2623772,111.9360857,136.8310787,240.1675645,NA,NA,NA,NA,NA,NA
"559",2015-01-10,7,0,1,1,0,0,0,0,67.95483948,349.3445315,122.2656902,98.72402358,304.3346714,NA,NA,NA,NA,NA,NA
"560",2015-01-11,1,1,0,1,0,0,0,0,102.5035565,551.2047827,184.2290988,144.8861962,314.2825264,NA,NA,NA,NA,NA,NA
"561",2015-01-12,2,0,0,1,0,0,0,0,122.7170431,254.7209709,103.9800917,138.9792596,183.0193461,NA,NA,NA,NA,NA,NA
"562",2015-01-13,3,0,0,1,0,0,0,0,86.44181293,253.2671463,98.22230348,111.3052943,248.0913611,NA,NA,NA,NA,NA,NA
"563",2015-01-14,4,0,0,1,0,0,0,0,72.79183982,229.3841462,99.41592369,329.6365537,235.4917839,NA,NA,NA,NA,NA,NA
"564",2015-01-15,5,0,0,1,0,0,0,0,93.76717991,251.1483874,79.08988751,65.28023361,255.7156033,NA,NA,NA,NA,NA,NA
"565",2015-01-16,6,0,0,1,0,0,0,0,131.9139501,314.4421791,135.0421154,85.47233068,294.5764047,NA,NA,NA,NA,NA,NA
"566",2015-01-17,7,0,1,1,0,0,0,0,115.0862088,447.6116928,144.6977619,66.50018002,382.8246114,NA,NA,NA,NA,NA,NA
"567",2015-01-18,1,1,0,1,0,0,0,0,47.89105117,615.8951615,181.2477904,53.85732586,325.1219786,NA,NA,NA,NA,NA,NA
"568",2015-01-19,2,0,0,1,0,0,0,0,138.9354492,287.1284892,106.5225324,90.62343583,243.7506867,NA,NA,NA,NA,NA,NA
"569",2015-01-20,3,0,0,1,0,0,0,0,116.9325383,297.6274969,115.8805938,66.74949912,309.385358,NA,NA,NA,NA,NA,NA
"570",2015-01-21,4,0,0,1,0,0,0,0,90.10345879,285.5459868,115.5178047,115.7743419,271.9863138,NA,NA,NA,NA,NA,NA
"571",2015-01-22,5,0,0,1,0,0,0,0,135.950513,265.1944355,113.3796926,71.90846826,299.101267,NA,NA,NA,NA,NA,NA
"572",2015-01-23,6,0,0,1,0,0,0,0,130.9760613,279.1836096,99.97678058,46.5498323,275.460914,NA,NA,NA,NA,NA,NA
"573",2015-01-24,7,0,1,1,0,0,0,0,140.0318632,415.166426,133.8044094,65.17078601,376.7859504,NA,NA,NA,NA,NA,NA
"574",2015-01-25,1,1,0,1,0,0,0,0,94.49338851,555.5860601,182.8429351,65.2095429,432.1116837,NA,NA,NA,NA,NA,NA
"575",2015-01-26,2,0,0,1,0,0,0,0,150.5167872,285.7832355,94.86776588,68.80197642,214.3164884,NA,NA,NA,NA,NA,NA
"576",2015-01-27,3,0,0,1,0,0,0,0,141.5187927,286.8020252,127.2298955,104.6068532,259.8950217,NA,NA,NA,NA,NA,NA
"577",2015-01-28,4,0,0,1,0,0,0,0,124.2734045,318.6087121,119.3897503,205.5709928,290.4203624,NA,NA,NA,NA,NA,NA
"578",2015-01-29,5,0,0,1,0,0,0,0,129.9325306,276.5489413,130.8686697,41.72560994,298.8732278,NA,NA,NA,NA,NA,NA
"579",2015-01-30,6,0,0,1,0,0,0,0,100.7542153,315.018938,159.0933458,81.46930122,301.2113809,NA,NA,NA,NA,NA,NA
"580",2015-01-31,7,0,1,1,0,0,0,0,129.0394213,433.1838845,168.0311575,56.4990826,442.2944465,NA,NA,NA,NA,NA,NA
"581",2015-02-01,1,1,0,2,0,0,0,0,92.18983728,633.3095423,187.8041592,84.33218882,388.5853532,NA,NA,NA,NA,NA,NA
"582",2015-02-02,2,0,0,2,0,0,0,0,159.2543537,338.3272102,117.7592193,101.3496158,317.4076414,NA,NA,NA,NA,NA,NA
"583",2015-02-03,3,0,0,2,0,0,0,0,112.0951715,258.9590885,117.9848271,74.08603983,289.8478398,NA,NA,NA,NA,NA,NA
"584",2015-02-04,4,0,0,2,0,0,0,0,111.6694135,255.9378605,92.2056862,130.5496027,294.3156334,NA,NA,NA,NA,NA,NA
"585",2015-02-05,5,0,0,2,0,0,0,0,133.8279626,277.5116181,78.90081392,82.27676634,297.8826453,NA,NA,NA,NA,NA,NA
"586",2015-02-06,6,0,0,2,0,0,0,0,136.3371064,312.2490437,115.7049766,77.80125963,385.5005665,NA,NA,NA,NA,NA,NA
"587",2015-02-07,7,0,1,2,0,0,0,0,130.6422298,381.5720145,140.8367074,88.7176395,349.1575794,NA,NA,NA,NA,NA,NA
"588",2015-02-08,1,1,0,2,0,0,0,0,62.75006299,531.3377305,178.8166998,82.99651111,470.1661893,NA,NA,NA,NA,NA,NA
"589",2015-02-09,2,0,0,2,0,0,0,0,112.7474605,281.177822,79.40468069,88.65359095,258.7361392,NA,NA,NA,NA,NA,NA
"590",2015-02-10,3,0,0,2,0,0,0,0,94.75815355,266.4984616,103.7389736,52.63980932,259.0007241,NA,NA,NA,NA,NA,NA
"591",2015-02-11,4,0,0,2,0,0,0,0,94.70229201,283.8321576,99.66097414,131.60592,275.5024445,NA,NA,NA,NA,NA,NA
"592",2015-02-12,5,0,0,2,0,0,0,0,99.58016899,245.2350344,80.54179842,57.77292114,259.7220719,NA,NA,NA,NA,NA,NA
"593",2015-02-13,6,0,0,2,0,0,0,0,91.35472889,250.6083353,106.1630727,56.088915,315.1984183,NA,NA,NA,NA,NA,NA
"594",2015-02-14,7,0,1,2,0,0,0,0,62.2346006,417.742377,143.3713029,75.46971836,394.0749735,NA,NA,NA,NA,NA,NA
"595",2015-02-15,1,1,0,2,0,0,0,0,96.79299537,481.8606681,173.24383,94.19725318,360.7473122,NA,NA,NA,NA,NA,NA
"596",2015-02-16,2,0,0,2,0,0,0,0,118.2554751,286.8884177,126.3262684,81.36574705,285.8362144,NA,NA,NA,NA,NA,NA
"597",2015-02-17,3,0,0,2,0,0,0,0,118.5096399,262.907455,113.350935,120.7292327,305.5429551,NA,NA,NA,NA,NA,NA
"598",2015-02-18,4,0,0,2,0,0,0,0,123.2678172,248.3272209,81.71312554,108.584974,276.6522062,NA,NA,NA,NA,NA,NA
"599",2015-02-19,5,0,0,2,0,0,0,0,123.6909034,284.7882013,96.84776195,93.81079402,321.7308638,NA,NA,NA,NA,NA,NA
"600",2015-02-20,6,0,0,2,0,0,0,0,117.2877039,313.9318745,106.0864546,95.53466885,265.7199105,NA,NA,NA,NA,NA,NA
"601",2015-02-21,7,0,1,2,0,0,0,0,107.1741435,389.3889385,124.8176541,69.78732834,276.8123344,NA,NA,NA,NA,NA,NA
"602",2015-02-22,1,1,0,2,0,0,0,0,70.46314683,560.2802561,189.3942971,44.05448613,465.6619821,NA,NA,NA,NA,NA,NA
"603",2015-02-23,2,0,0,2,0,0,0,0,66.89251027,222.5097835,94.75935041,101.1543725,209.0480852,NA,NA,NA,NA,NA,NA
"604",2015-02-24,3,0,0,2,0,0,0,0,105.730056,243.8827008,81.96216378,115.8505496,235.5463677,NA,NA,NA,NA,NA,NA
"605",2015-02-25,4,0,0,2,0,0,0,0,81.61776844,247.2650536,104.9629816,99.97083042,248.7485391,NA,NA,NA,NA,NA,NA
"606",2015-02-26,5,0,0,2,0,0,0,0,104.0179588,245.5208467,61.82861411,89.48541075,203.8461745,NA,NA,NA,NA,NA,NA
"607",2015-02-27,6,0,0,2,0,0,0,0,101.5142161,268.7050129,107.7877377,71.49972182,212.6641194,NA,NA,NA,NA,NA,NA
"608",2015-02-28,7,0,1,2,0,0,0,0,99.56889446,343.0679312,131.1466724,69.62133432,298.0208777,NA,NA,NA,NA,NA,NA
"609",2015-03-01,1,1,0,3,0,0,0,0,45.73432453,435.0768355,174.1780215,75.55624972,288.6197688,NA,NA,NA,NA,NA,NA
"610",2015-03-02,2,0,0,3,0,0,0,0,104.9638085,254.4851645,82.71823418,170.6912652,186.0875233,NA,NA,NA,NA,NA,NA
"611",2015-03-03,3,0,0,3,0,0,0,0,96.31633611,270.3615981,77.44187337,85.54911234,233.360646,NA,NA,NA,NA,NA,NA
"612",2015-03-04,4,0,0,3,0,0,0,0,76.50286281,246.3325867,102.3010535,68.5181832,227.5266306,NA,NA,NA,NA,NA,NA
"613",2015-03-05,5,0,0,3,0,0,0,0,115.6647043,275.1169192,117.2871551,82.56191439,205.05914,NA,NA,NA,NA,NA,NA
"614",2015-03-06,6,0,0,3,0,0,0,0,100.6686072,297.1362447,121.5597408,64.37687838,238.6132382,NA,NA,NA,NA,NA,NA
"615",2015-03-07,7,0,1,3,0,0,0,0,106.7046974,371.4714723,116.290165,85.04397891,262.8068311,NA,NA,NA,NA,NA,NA
"616",2015-03-08,1,1,0,3,0,0,0,0,80.65429966,554.7213667,177.5934341,105.6204249,341.7961439,NA,NA,NA,NA,NA,NA
"617",2015-03-09,2,0,0,3,0,0,0,0,145.5175952,280.1147082,80.13117495,119.4440107,261.3268291,NA,NA,NA,NA,NA,NA
"618",2015-03-10,3,0,0,3,0,0,0,0,120.0535489,279.6499612,130.3254548,78.23712042,232.5383948,NA,NA,NA,NA,NA,NA
"619",2015-03-11,4,0,0,3,0,0,0,0,77.59252788,274.7199502,102.0681117,75.67855621,223.9701037,NA,NA,NA,NA,NA,NA
"620",2015-03-12,5,0,0,3,0,0,0,0,123.3212102,271.0579686,94.06423457,76.92876222,210.4919956,NA,NA,NA,NA,NA,NA
"621",2015-03-13,6,0,0,3,0,0,0,0,104.0972784,263.8617147,100.1923122,58.68660153,237.2340637,NA,NA,NA,NA,NA,NA
"622",2015-03-14,7,0,1,3,0,0,0,0,98.28118561,360.7154307,137.3906085,72.94491285,234.5459649,NA,NA,NA,NA,NA,NA
"623",2015-03-15,1,1,0,3,0,0,0,0,56.96722328,461.0355773,119.5451671,86.65350795,278.612404,NA,NA,NA,NA,NA,NA
"624",2015-03-16,2,0,0,3,0,0,0,0,136.6986661,269.0229019,104.0617808,112.8311586,252.2128924,NA,NA,NA,NA,NA,NA
"625",2015-03-17,3,0,0,3,0,0,0,0,136.6444495,296.5412372,97.6460876,83.47517951,300.4764908,NA,NA,NA,NA,NA,NA
"626",2015-03-18,4,0,0,3,0,0,0,0,117.2134964,292.9819133,108.6439869,69.68857957,319.376885,NA,NA,NA,NA,NA,NA
"627",2015-03-19,5,0,0,3,0,0,0,0,121.3519495,267.1794276,76.05564304,78.24741069,271.6323398,NA,NA,NA,NA,NA,NA
"628",2015-03-20,6,0,0,3,0,0,0,0,125.0784929,299.7604791,94.56323372,168.4645439,339.0558564,NA,NA,NA,NA,NA,NA
"629",2015-03-21,7,0,1,3,0,0,0,0,113.4492138,383.0857808,128.1180063,132.2089601,330.0210494,NA,NA,NA,NA,NA,NA
"630",2015-03-22,1,1,0,3,0,0,0,0,71.57114815,489.5993455,124.2888181,108.9315006,379.0219221,NA,NA,NA,NA,NA,NA
"631",2015-03-23,2,0,0,3,0,0,0,0,129.186723,292.8364792,97.77096813,69.26032513,268.6049819,NA,NA,NA,NA,NA,NA
"632",2015-03-24,3,0,0,3,0,0,0,0,114.5398017,297.0375881,86.51874653,65.07664526,285.3014468,NA,NA,NA,NA,NA,NA
"633",2015-03-25,4,0,0,3,0,0,0,0,85.76756992,335.0079019,100.8978401,60.81024129,313.7374461,NA,NA,NA,NA,NA,NA
"634",2015-03-26,5,0,0,3,0,0,0,0,126.9095616,303.6558124,93.32292571,57.19567341,266.972587,NA,NA,NA,NA,NA,NA
"635",2015-03-27,6,0,0,3,0,0,0,0,113.2051213,320.9380565,117.8757962,78.24114217,293.1895821,NA,NA,NA,NA,NA,NA
"636",2015-03-28,7,0,1,3,0,0,0,0,177.2706089,428.3501023,145.9795624,168.2024238,394.7823099,NA,NA,NA,NA,NA,NA
"637",2015-03-29,1,1,0,3,0,0,0,0,56.88907383,489.8466096,140.025113,61.31518694,307.8801438,NA,NA,NA,NA,NA,NA
"638",2015-03-30,2,0,0,3,0,0,0,0,110.2885158,351.7154844,101.6850388,81.37055295,260.7747624,NA,NA,NA,NA,NA,NA
"639",2015-03-31,3,0,0,3,0,0,0,0,101.6204229,339.7138836,79.35770183,80.69154393,249.1698495,NA,NA,NA,NA,NA,NA
"640",2015-04-01,4,0,0,4,0,0,1,0,134.4252143,373.7241775,151.1096084,143.6182921,319.1862054,NA,NA,NA,NA,NA,NA
"641",2015-04-02,5,0,0,4,0,0,1,0,269.4249409,525.4764225,183.2155513,80.0250209,406.3539375,NA,NA,NA,NA,NA,NA
"642",2015-04-03,6,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",2015-04-04,7,0,1,4,0,0,1,0,274.1499437,624.7313966,262.8417391,110.846942,495.4825128,NA,NA,NA,NA,NA,NA
"644",2015-04-05,1,1,0,4,0,0,1,0,102.9816468,713.2407284,243.8982152,171.4655406,311.4485626,NA,NA,NA,NA,NA,NA
"645",2015-04-06,2,0,0,4,0,1,1,0,60.14452235,728.8629226,232.9260356,77.72096502,293.8862674,NA,NA,NA,NA,NA,NA
"646",2015-04-07,3,0,0,4,0,0,1,0,115.6511389,402.9372138,139.741646,60.92396258,242.4882021,NA,NA,NA,NA,NA,NA
"647",2015-04-08,4,0,0,4,0,0,1,0,89.86855525,372.2193876,134.171856,39.62921011,240.16676,NA,NA,NA,NA,NA,NA
"648",2015-04-09,5,0,0,4,0,0,1,0,157.5569966,368.1400233,144.6654534,72.29130675,271.0621384,NA,NA,NA,NA,NA,NA
"649",2015-04-10,6,0,0,4,0,0,1,0,125.6407823,449.2008531,176.1916319,72.67523909,273.777005,NA,NA,NA,NA,NA,NA
"650",2015-04-11,7,0,1,4,0,0,1,0,149.4711459,435.9379972,241.9542455,160.0360181,279.734032,NA,NA,NA,NA,NA,NA
"651",2015-04-12,1,1,0,4,0,0,1,0,39.05486942,423.167306,148.003916,102.1053799,256.2201028,NA,NA,NA,NA,NA,NA
"652",2015-04-13,2,0,0,4,0,0,1,0,94.53577697,286.8086553,115.7757823,33.90748293,228.4410562,NA,NA,NA,NA,NA,NA
"653",2015-04-14,3,0,0,4,0,0,1,0,95.7358791,297.4781961,114.7094861,59.55079293,241.7946633,NA,NA,NA,NA,NA,NA
"654",2015-04-15,4,0,0,4,0,0,1,0,102.9326564,284.4279345,77.97603198,61.00688155,267.3317956,NA,NA,NA,NA,NA,NA
"655",2015-04-16,5,0,0,4,0,0,1,0,90.52820583,286.7276471,80.61279848,68.8696178,249.9858178,NA,NA,NA,NA,NA,NA
"656",2015-04-17,6,0,0,4,0,0,1,0,91.07443087,314.997368,95.87496298,111.3894837,269.6435702,NA,NA,NA,NA,NA,NA
"657",2015-04-18,7,0,1,4,0,0,0,0,103.3058968,372.9856393,147.2806753,77.11555388,273.308984,NA,NA,NA,NA,NA,NA
"658",2015-04-19,1,1,0,4,0,0,0,0,25.46219374,419.3734741,157.8071795,57.16170069,248.9368864,NA,NA,NA,NA,NA,NA
"659",2015-04-20,2,0,0,4,0,0,0,0,113.2385376,291.6103051,91.09405082,73.43533931,216.3987394,NA,NA,NA,NA,NA,NA
"660",2015-04-21,3,0,0,4,0,0,0,0,121.9356958,262.3122975,102.899555,70.92564653,236.9299101,NA,NA,NA,NA,NA,NA
"661",2015-04-22,4,0,0,4,0,0,0,0,115.9827843,281.2642993,95.23361656,38.25397284,203.6091953,NA,NA,NA,NA,NA,NA
"662",2015-04-23,5,0,0,4,0,0,0,0,109.6477532,316.9645612,106.2316962,95.86476391,232.8754085,NA,NA,NA,NA,NA,NA
"663",2015-04-24,6,0,0,4,0,0,0,0,93.85397627,311.721137,102.1720511,86.64655291,212.7424038,NA,NA,NA,NA,NA,NA
"664",2015-04-25,7,0,1,4,0,0,0,0,121.601178,450.9229458,129.1960667,66.39408723,247.9022801,NA,NA,NA,NA,NA,NA
"665",2015-04-26,1,1,0,4,0,0,0,0,71.00712706,399.8205712,112.9506501,49.63962911,252.6673526,NA,NA,NA,NA,NA,NA
"666",2015-04-27,2,0,0,4,0,0,0,0,151.1748335,291.7523463,114.7000138,49.48981734,197.5647435,NA,NA,NA,NA,NA,NA
"667",2015-04-28,3,0,0,4,0,0,0,0,91.08668,279.6395749,124.2369521,58.34199574,213.1950525,NA,NA,NA,NA,NA,NA
"668",2015-04-29,4,0,0,4,0,0,0,0,135.7507395,335.6997326,129.5525754,55.55027056,250.9276654,NA,NA,NA,NA,NA,NA
"669",2015-04-30,5,0,0,4,0,0,0,0,185.5474659,382.494806,116.0091634,94.74262278,303.3466204,NA,NA,NA,NA,NA,NA
"670",2015-05-01,6,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671",2015-05-02,7,0,1,5,0,0,0,0,205.2778112,569.8540664,216.6620994,93.90810363,390.2452007,NA,NA,NA,NA,NA,NA
"672",2015-05-03,1,1,0,5,0,0,0,0,49.1824014,467.8333866,154.5036195,54.87035925,273.7529584,NA,NA,NA,NA,NA,NA
"673",2015-05-04,2,0,0,5,0,0,0,0,141.9168597,340.5793516,98.89576088,86.4034246,197.2085607,NA,NA,NA,NA,NA,NA
"674",2015-05-05,3,0,0,5,0,0,0,0,98.33866359,295.9285902,81.09515896,85.69208483,198.6842433,NA,NA,NA,NA,NA,NA
"675",2015-05-06,4,0,0,5,0,0,0,0,112.613313,326.9508192,101.8499631,79.62385771,225.0535744,NA,NA,NA,NA,NA,NA
"676",2015-05-07,5,0,0,5,0,0,0,0,119.4863228,309.3119014,91.96172948,95.79344902,211.8022474,NA,NA,NA,NA,NA,NA
"677",2015-05-08,6,0,0,5,0,0,0,0,108.5287408,326.3337021,108.5446609,59.3399436,265.721537,NA,NA,NA,NA,NA,NA
"678",2015-05-09,7,0,1,5,0,0,0,0,122.9396905,406.907399,170.5999059,136.7514507,278.3234099,NA,NA,NA,NA,NA,NA
"679",2015-05-10,1,1,0,5,0,0,0,0,54.67672915,492.0104897,161.9444548,76.92564496,319.4544965,NA,NA,NA,NA,NA,NA
"680",2015-05-11,2,0,0,5,0,0,0,0,129.8779618,336.1276297,102.8446716,133.6751623,205.6673467,NA,NA,NA,NA,NA,NA
"681",2015-05-12,3,0,0,5,0,0,0,0,94.60187295,327.0921579,96.19475373,51.41848921,259.941675,NA,NA,NA,NA,NA,NA
"682",2015-05-13,4,0,0,5,0,0,0,0,166.8147818,397.9823401,178.8600146,92.60620378,246.3726233,NA,NA,NA,NA,NA,NA
"683",2015-05-14,5,0,0,5,0,1,0,0,53.43423616,490.9157691,164.0320048,60.57066787,309.9270364,NA,NA,NA,NA,NA,NA
"684",2015-05-15,6,0,0,5,0,0,1,0,147.2712583,513.8056441,190.8461576,59.75821108,292.9678377,NA,NA,NA,NA,NA,NA
"685",2015-05-16,7,0,1,5,0,0,0,0,164.984948,555.4456366,223.0410835,42.52366103,329.9984658,NA,NA,NA,NA,NA,NA
"686",2015-05-17,1,1,0,5,0,0,0,0,63.05558765,562.6482321,174.9789269,71.14995822,293.2755322,NA,NA,NA,NA,NA,NA
"687",2015-05-18,2,0,0,5,0,0,0,0,103.8023168,328.9134296,123.5394205,74.26834555,225.8327373,NA,NA,NA,NA,NA,NA
"688",2015-05-19,3,0,0,5,0,0,0,0,142.7864829,351.1464153,105.47184,41.08111078,282.5894189,NA,NA,NA,NA,NA,NA
"689",2015-05-20,4,0,0,5,0,0,0,0,92.03606875,356.2076767,101.2555615,80.51395098,219.8002702,NA,NA,NA,NA,NA,NA
"690",2015-05-21,5,0,0,5,0,0,0,0,147.9575237,348.5341452,124.5165546,119.169151,281.5193624,NA,NA,NA,NA,NA,NA
"691",2015-05-22,6,0,0,5,0,0,0,0,146.0943978,374.7023681,146.5215908,43.28993454,263.2147877,NA,NA,NA,NA,NA,NA
"692",2015-05-23,7,0,1,5,0,0,0,0,212.6931418,506.66421,234.957627,104.9390466,336.0871014,NA,NA,NA,NA,NA,NA
"693",2015-05-24,1,1,0,5,0,0,0,0,125.5599997,602.3798702,238.550181,54.26858773,301.5195899,NA,NA,NA,NA,NA,NA
"694",2015-05-25,2,0,0,5,0,1,0,0,93.84788955,621.8677789,247.3622743,88.31263938,388.1332491,NA,NA,NA,NA,NA,NA
"695",2015-05-26,3,0,0,5,0,0,0,0,126.8856452,381.669745,143.9021249,55.76577118,220.4720028,NA,NA,NA,NA,NA,NA
"696",2015-05-27,4,0,0,5,0,0,0,0,102.2212428,358.8951553,119.5851214,107.2113445,210.0160617,NA,NA,NA,NA,NA,NA
"697",2015-05-28,5,0,0,5,0,0,0,0,113.8715968,340.514415,141.8383939,99.82100322,267.4539955,NA,NA,NA,NA,NA,NA
"698",2015-05-29,6,0,0,5,0,0,0,0,132.4256414,365.0879053,131.0508008,70.30724622,250.7642883,NA,NA,NA,NA,NA,NA
"699",2015-05-30,7,0,1,5,0,0,0,0,120.2955693,456.7343407,177.8831818,77.16980838,278.9503887,NA,NA,NA,NA,NA,NA
"700",2015-05-31,1,1,0,5,0,0,0,0,53.2747806,457.5282592,167.8240766,54.51006264,227.6262445,NA,NA,NA,NA,NA,NA
"701",2015-06-01,2,0,0,6,0,0,0,0,131.7998753,335.9122879,116.1686042,56.84132792,275.0026977,NA,NA,NA,NA,NA,NA
"702",2015-06-02,3,0,0,6,0,0,0,0,96.03091342,412.2095938,132.8616133,55.30541948,247.5486561,NA,NA,NA,NA,NA,NA
"703",2015-06-03,4,0,0,6,0,0,0,0,92.27342564,350.8312373,118.9735138,78.86997667,257.7035804,NA,NA,NA,NA,NA,NA
"704",2015-06-04,5,0,0,6,0,0,0,0,157.7456389,366.1953687,147.2998409,69.76672646,250.238837,NA,NA,NA,NA,NA,NA
"705",2015-06-05,6,0,0,6,0,0,0,0,90.82605637,418.3937817,163.4985781,84.98048012,275.4929798,NA,NA,NA,NA,NA,NA
"706",2015-06-06,7,0,1,6,0,0,0,0,160.0169122,553.1310508,251.6178498,63.51385607,279.0035775,NA,NA,NA,NA,NA,NA
"707",2015-06-07,1,1,0,6,0,0,0,0,81.02289084,527.8850179,175.770249,36.34481208,377.3032791,NA,NA,NA,NA,NA,NA
"708",2015-06-08,2,0,0,6,0,0,0,0,118.6200105,344.6955698,151.0800498,63.94649156,304.6589918,NA,NA,NA,NA,NA,NA
"709",2015-06-09,3,0,0,6,0,0,0,0,103.7516142,315.1237494,140.0292851,132.0279014,264.1996478,NA,NA,NA,NA,NA,NA
"710",2015-06-10,4,0,0,6,0,0,0,0,109.6726005,338.3094878,108.4169229,71.22227411,245.4624843,NA,NA,NA,NA,NA,NA
"711",2015-06-11,5,0,0,6,0,0,0,0,82.23944932,357.8528933,121.5509893,61.00120819,223.0662428,NA,NA,NA,NA,NA,NA
"712",2015-06-12,6,0,0,6,0,0,0,0,110.9333453,349.5361582,142.809454,78.98793205,278.6117936,NA,NA,NA,NA,NA,NA
"713",2015-06-13,7,0,1,6,0,0,0,0,149.3047383,559.8880898,242.0258786,47.0294957,238.3092037,NA,NA,NA,NA,NA,NA
"714",2015-06-14,1,1,0,6,0,0,0,0,54.20079126,486.1382377,191.0034794,69.55103244,308.0968836,NA,NA,NA,NA,NA,NA
"715",2015-06-15,2,0,0,6,0,0,0,0,142.5424464,350.5895584,146.5139558,61.49519262,289.2872044,NA,NA,NA,NA,NA,NA
"716",2015-06-16,3,0,0,6,0,0,0,0,79.09829297,349.8882227,115.1994447,102.9253656,249.8276652,NA,NA,NA,NA,NA,NA
"717",2015-06-17,4,0,0,6,0,0,0,0,97.54363367,380.3057033,138.2728963,96.15414637,260.3575432,NA,NA,NA,NA,NA,NA
"718",2015-06-18,5,0,0,6,0,0,0,0,140.8240646,332.820567,132.8294608,51.9802446,269.2724207,NA,NA,NA,NA,NA,NA
"719",2015-06-19,6,0,0,6,0,0,0,0,119.9858034,346.6903362,149.9394166,61.41460953,271.4961466,NA,NA,NA,NA,NA,NA
"720",2015-06-20,7,0,1,6,0,0,0,0,146.6348138,571.2781314,220.2987349,68.14386948,280.1869417,NA,NA,NA,NA,NA,NA
"721",2015-06-21,1,1,0,6,0,0,0,0,77.13543179,553.5991708,206.3477776,67.65120769,235.5146388,NA,NA,NA,NA,NA,NA
"722",2015-06-22,2,0,0,6,0,0,0,0,135.9387378,412.3093301,183.964615,72.38122822,254.8625222,NA,NA,NA,NA,NA,NA
"723",2015-06-23,3,0,0,6,0,0,0,0,122.481454,423.1358502,172.4070572,128.3871774,270.7269574,NA,NA,NA,NA,NA,NA
"724",2015-06-24,4,0,0,6,0,0,0,0,128.0591921,479.9433273,179.618053,62.91669138,300.9903627,NA,NA,NA,NA,NA,NA
"725",2015-06-25,5,0,0,6,0,0,0,0,178.5185226,484.5137205,169.6582673,91.86561873,271.3358957,NA,NA,NA,NA,NA,NA
"726",2015-06-26,6,0,0,6,0,0,0,0,148.8373504,517.6671639,181.1114629,142.966082,304.2399377,NA,NA,NA,NA,NA,NA
"727",2015-06-27,7,0,1,6,0,0,0,0,169.7970381,708.7006901,274.5942553,75.40489248,428.4331111,NA,NA,NA,NA,NA,NA
"728",2015-06-28,1,1,0,6,0,0,0,0,77.92831606,686.3499042,248.0200045,149.004416,309.4918423,NA,NA,NA,NA,NA,NA
"729",2015-06-29,2,0,0,6,0,0,0,0,167.2702045,455.6232428,194.136671,107.2412835,304.8004009,NA,NA,NA,NA,NA,NA
"730",2015-06-30,3,0,0,6,0,0,0,0,148.6052253,456.6886936,208.082578,146.7102882,289.2983779,NA,NA,NA,NA,NA,NA
"731",2015-07-01,4,0,0,7,0,0,0,0,120.1866679,430.3974569,197.6233398,92.86119845,216.6833474,NA,NA,NA,NA,NA,NA
"732",2015-07-02,5,0,0,7,0,0,0,0,146.6383893,380.0752334,197.9174425,85.43152392,207.5009507,NA,NA,NA,NA,NA,NA
