"","Datum","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","KielerWoche","Gruppe_1","Gruppe_2","Gruppe_3","Gruppe_4","Gruppe_5","Gruppe_6"
"637","08.05.2019",6,12.8125,8,61,NA,118.7924756,293.5350106,101.8067017,NA,262.0131049,NA
"638","08.06.2012",4,19.3375,12,95,NA,NA,NA,NA,NA,NA,NA
"639","08.06.2013",1,16.9625,9,NA,NA,NA,NA,NA,NA,NA,NA
"640","08.06.2014",6,22.1,12,21,NA,116.1341026,681.1866407,280.5333512,105.3359923,386.9748069,78.00075105
"641","08.06.2015",6,14.375,12,NA,NA,118.6200105,344.6955698,151.0800498,63.94649156,304.6589918,NA
"642","08.06.2016",4,18.875,13,NA,NA,90.31837669,359.9824207,139.450854,94.72966786,262.7137165,NA
"643","08.06.2017",7,14.875,8,61,NA,109.2509438,333.9926801,118.5367621,88.208006,248.6672702,NA
"644","08.06.2018",0,22.7375,9,0,NA,133.4615588,325.4857453,164.1321198,57.10279469,232.5921763,NA
"645","08.06.2019",7,16.2375,13,61,NA,NA,NA,NA,NA,NA,NA
"646","08.07.2012",5,22.975,10,95,NA,NA,NA,NA,NA,NA,NA
"647","08.07.2013",0,22.725,10,5,NA,135.500244,538.5292499,195.1587943,49.50002386,285.2333825,48.6054
"648","08.07.2014",7,19.6,15,63,NA,109.6064921,497.8698801,168.6498601,68.33749495,279.7187389,NA
"649","08.07.2015",6,16.625,16,63,NA,102.3685109,406.1973725,192.6132474,103.7052193,299.2435507,NA
"650","08.07.2016",6,19.125,8,63,NA,127.2479315,406.8442688,157.8768788,102.536382,267.526274,NA
"651","08.07.2017",4,20.625,16,21,NA,156.5734479,580.4658864,241.1874331,111.5245799,323.2528004,NA
"652","08.07.2018",0,23,10,5,NA,91.37003305,593.0245253,301.5177463,91.40731146,280.6079209,NA
"653","08.07.2019",7,16.0125,15,61,NA,NA,NA,NA,NA,NA,NA
"654","08.08.2012",4,17.9,16,80,NA,NA,NA,NA,NA,NA,NA
"655","08.08.2013",7,16.975,12,20,NA,153.0994246,486.2550954,298.0055198,75.25646196,464.8753715,82.46528423
"656","08.08.2014",3,22.725,8,NA,NA,194.2267031,758.9904903,403.3670706,72.25988023,381.2071886,NA
"657","08.08.2015",6,19.125,10,NA,NA,257.8864512,708.8394632,341.5256999,80.77258928,419.8632492,NA
"658","08.08.2016",5,19,18,21,NA,164.1857398,590.3646393,277.8813424,114.2661349,376.1083311,NA
"659","08.08.2017",6,23.0625,8,21,NA,137.1610926,573.2419445,325.7508877,112.0864762,241.3983678,NA
"660","08.08.2018",4,28.15,10,NA,NA,122.9815557,513.0334028,279.8811552,129.8895422,243.5102326,NA
"661","08.09.2012",5,18.4625,16,51,NA,NA,NA,NA,NA,NA,NA
"662","08.09.2013",7,20.1625,8,61,NA,88.89259581,576.0406993,261.7239254,68.50949244,453.7923001,35.96570881
"663","08.09.2014",4,17.375,12,21,NA,177.3612611,362.9435036,181.4813065,121.0291743,235.0738029,NA
"664","08.09.2015",2,17.5,9,0,NA,101.9749006,351.1319498,137.0033508,164.4653985,290.3652711,NA
"665","08.09.2016",0,25.625,7,NA,NA,125.0919094,414.0472018,123.5585129,70.32543042,256.5952347,NA
"666","08.09.2017",7,14.9375,10,61,NA,129.9280722,369.6452853,125.2968896,88.10133454,328.038239,NA
"667","08.10.2012",4,12.4375,12,80,NA,NA,NA,NA,NA,NA,NA
"668","08.10.2013",6,15.1125,8,61,NA,96.86710098,324.6166156,179.7180763,91.15159146,245.6569231,69.37294853
"669","08.10.2014",6,14.125,10,61,NA,134.8739213,470.1747473,265.68156,61.56548313,297.8855411,NA
"670","08.10.2015",7,11.875,5,10,NA,126.317035,322.6071127,137.7994938,78.2593412,279.2320599,NA
"671","08.10.2016",5,11.625,16,NA,NA,147.667892,366.932903,159.0434615,65.5482235,227.0948095,NA
"672","08.10.2017",0,12.025,12,5,NA,86.95283044,418.3486405,197.5514721,59.79736258,291.1216747,NA
"673","08.10.2018",5,13.0625,10,NA,NA,193.8014186,417.6014511,182.8986261,69.4745758,262.2409467,NA
"674","08.11.2012",7,9.6625,16,80,NA,NA,NA,NA,NA,NA,NA
"675","08.11.2013",3,9.325,9,NA,NA,132.7962442,270.9351845,101.7718898,177.0875842,208.9318841,40.22331161
"676","08.11.2014",6,10.25,8,NA,NA,165.663475,521.9888161,228.6189708,71.15456008,300.6718845,NA
"677","08.11.2015",1,13,12,NA,NA,84.14494946,466.5401939,152.6075395,66.17144992,328.2543786,NA
"678","08.11.2016",7,0.75,14,71,NA,98.6134474,204.1692877,79.88575146,92.77818043,155.2500184,NA
"679","08.11.2017",NA,8.625,9,NA,NA,79.25577906,231.5683344,80.28833843,106.3179617,158.4712605,NA
"680","08.11.2018",6,11.625,7,20,NA,142.0281934,250.2449372,121.5625519,83.58624881,218.8716634,NA
"681","08.12.2013",8,6.975,16,63,NA,36.26501696,502.371532,169.0173493,69.92950379,211.4048029,73.95341573
"682","08.12.2014",7,3.25,8,61,NA,102.6787618,256.5960292,85.12215806,63.0120527,235.3848382,NA
"683","08.12.2015",0,10.75,8,0,NA,81.92085776,259.237368,94.02093781,74.58349353,210.7495458,NA
"684","08.12.2016",8,8.625,12,10,NA,127.7427911,286.6905466,85.90841571,77.27190871,169.6252796,NA
"685","08.12.2017",6,1.675,10,73,NA,90.72322206,226.268514,88.68274909,102.4955175,195.0067561,NA
"686","08.12.2018",8,7.475,18,61,NA,162.4223339,325.154381,142.0765329,248.8515505,218.0320606,NA
"687","09.01.2012",8,5.15,12,61,NA,NA,NA,NA,NA,NA,NA
"688","09.01.2014",7,9.6125,16,61,NA,113.5415259,260.4396749,83.99807886,84.51109623,243.430253,48.65393772
"689","09.01.2015",6,7.5,25,63,NA,89.51585533,314.2623772,111.9360857,136.8310787,240.1675645,NA
"690","09.01.2016",4,2.875,6,21,NA,88.59671609,310.1902136,131.135214,85.38796939,276.7152501,NA
"691","09.01.2017",8,2.5,6,20,NA,116.2280317,238.2533866,73.14209809,117.7043196,169.5712654,NA
"692","09.01.2018",4,3.1625,11,0,NA,88.89499594,231.3705068,82.61437857,117.3919668,170.6473,NA
"693","09.01.2019",7,3.1375,22,0,NA,117.8714839,226.3800331,88.20253006,59.41434818,253.0234509,NA
"694","09.02.2012",6,-1.6625,21,3,NA,NA,NA,NA,NA,NA,NA
"695","09.02.2014",5,6.7125,15,63,NA,57.00748949,569.839112,160.7617981,84.34892373,363.1207816,94.43153262
"696","09.02.2015",7,6.875,13,61,NA,112.7474605,281.177822,79.40468069,88.65359095,258.7361392,NA
"697","09.02.2016",5,6.75,15,61,NA,89.53656243,291.2620857,87.60224189,69.1621393,297.9611518,NA
"698","09.02.2017",8,-2.125,11,22,NA,119.3374532,250.4905633,107.6399848,48.86493306,244.5976949,NA
"699","09.02.2018",1,-0.2625,7,10,NA,136.9878681,233.5176443,101.2518656,71.39422402,286.3239384,NA
"700","09.02.2019",7,7.4,18,61,NA,120.4772399,290.9340528,150.6072801,51.0473313,348.8905559,NA
"701","09.03.2012",8,7.825,14,10,NA,NA,NA,NA,NA,NA,NA
"702","09.03.2014",0,16.4,9,NA,NA,92.61853966,620.7133937,200.5150944,61.77967828,354.983558,43.44165755
"703","09.03.2015",4,8.375,6,NA,NA,145.5175952,280.1147082,80.13117495,119.4440107,261.3268291,NA
"704","09.03.2016",0,6.75,9,5,NA,134.504642,271.3287651,112.7021959,59.6068805,259.6776955,NA
"705","09.03.2017",7,7.375,8,21,NA,111.3513519,270.9759194,71.31378955,73.17032669,201.9819744,NA
"706","09.03.2018",7,4.45,13,61,NA,106.1903822,258.2881621,97.92294664,62.24960294,195.5023332,NA
"707","09.03.2019",6,6.35,22,63,NA,131.5007132,397.7865615,208.1723541,46.16785059,239.6394461,NA
"708","09.04.2012",8,6.5125,10,58,NA,NA,NA,NA,NA,NA,NA
"709","09.04.2014",7,10.1875,20,21,NA,168.9455824,366.1002318,162.7588011,77.36384844,271.0990075,128.4701881
"710","09.04.2015",2,11.875,7,0,NA,157.5569966,368.1400233,144.6654534,72.29130675,271.0621384,NA
"711","09.04.2016",4,10.125,11,0,NA,147.9915069,350.3211195,109.9380383,46.15882044,234.1676309,NA
"712","09.04.2017",0,16,9,5,NA,78.39251028,436.7761066,207.6851176,79.87485771,315.6644916,NA
"713","09.04.2018",5,15.3125,9,5,NA,100.9755918,249.6866237,125.7915968,70.19671872,153.6578331,NA
"714","09.04.2019",1,6.6625,15,5,NA,157.2797513,302.1762215,156.2318208,NA,225.7417213,NA
"715","09.05.2012",6,16.85,10,81,NA,NA,NA,NA,NA,NA,NA
"716","09.05.2013",7,16.125,11,21,NA,NA,NA,NA,NA,NA,NA
"717","09.05.2014",6,12.3875,10,61,NA,93.41168225,324.8600775,145.8941576,84.62805614,275.2588374,48.16249441
"718","09.05.2015",7,13.5,14,61,NA,122.9396905,406.907399,170.5999059,136.7514507,278.3234099,NA
"719","09.05.2016",0,19.875,12,NA,NA,115.1023715,316.2343757,129.4656987,92.17282352,274.7849068,NA
"720","09.05.2017",4,10,12,NA,NA,94.36727164,329.987373,150.630312,91.74312507,289.7191681,NA
"721","09.05.2018",0,23.3,12,NA,NA,147.863208,366.5946148,150.0405492,52.41711265,257.1288692,NA
"722","09.05.2019",6,15,7,61,NA,165.940484,339.6571982,114.5202502,NA,223.1067833,NA
"723","09.06.2012",6,14.6,14,61,NA,NA,NA,NA,NA,NA,NA
"724","09.06.2013",4,15.8875,7,NA,NA,NA,NA,NA,NA,NA,NA
"725","09.06.2014",0,20.6625,10,NA,NA,110.8382688,808.1267807,304.4636793,139.6877622,438.3052404,42.65823329
"726","09.06.2015",3,15.25,8,NA,NA,103.7516142,315.1237494,140.0292851,132.0279014,264.1996478,NA
"727","09.06.2016",1,19.5,16,NA,NA,176.6237057,346.8905631,114.0204911,125.2991331,249.9994096,NA
"728","09.06.2017",6,20.25,14,95,NA,146.0508259,360.5418738,163.0696763,131.7022537,252.1672712,NA
"729","09.06.2018",6,22.1125,7,61,NA,196.7727659,569.5669544,258.6934229,111.4328366,327.6108792,NA
"730","09.06.2019",5,18.65,10,NA,NA,NA,NA,NA,NA,NA,NA
"731","09.07.2012",7,16.5,16,61,NA,NA,NA,NA,NA,NA,NA
"732","09.07.2013",0,23.275,8,NA,NA,136.0483828,585.9572647,245.8083385,75.20899758,342.0893458,70.13093612
"733","09.07.2014",0,24.65,24,5,NA,116.752191,494.2528997,228.1190751,89.73778349,307.6464937,NA
"734","09.07.2015",6,14.375,24,61,NA,135.6307234,400.0613966,164.2239758,95.87711972,281.6978438,NA
"735","09.07.2016",5,19.125,12,NA,NA,115.8113536,411.1843044,246.8793879,95.56645805,284.6248338,NA
"736","09.07.2017",1,19.125,9,NA,NA,76.24656703,613.9429683,329.2480613,71.90668789,291.0185239,NA
"737","09.07.2018",6,16.75,18,0,NA,229.7498128,535.65807,260.2090707,95.53031035,341.5832445,NA
"738","09.07.2019",7,16.625,13,20,NA,NA,NA,NA,NA,NA,NA
"739","09.08.2012",5,18.35,12,NA,NA,NA,NA,NA,NA,NA,NA
"740","09.08.2013",4,20.3375,10,21,NA,125.6203444,539.9751551,328.2299243,96.52931351,450.0859875,65.97313118
"741","09.08.2014",6,20.1,17,61,NA,216.790146,874.9067461,421.5529739,100.0390807,445.0266349,NA
"742","09.08.2015",0,21,10,NA,NA,99.38449712,591.6711463,287.1325985,60.6744163,381.2951726,NA
"743","09.08.2016",5,15.375,18,21,NA,168.3924915,614.0576559,320.6514902,175.7770256,323.2010342,NA
"744","09.08.2017",1,21.125,11,0,NA,138.4098532,502.947389,294.987095,119.7211596,275.2248267,NA
"745","09.08.2018",5,24.575,13,21,NA,161.9551451,535.7976251,304.3228705,110.2858897,314.7895657,NA
"746","09.09.2012",4,21.075,6,NA,NA,NA,NA,NA,NA,NA,NA
"747","09.09.2013",8,11.575,11,63,NA,169.3599685,331.981294,155.6989989,88.04324019,266.7401855,44.19530363
"748","09.09.2014",6,17.125,16,63,NA,128.0173746,417.3096473,194.8125566,98.6406413,293.5902968,NA
"749","09.09.2015",1,16.875,10,NA,NA,85.96544545,376.9267797,145.4432433,105.1278786,283.2059649,NA
"750","09.09.2016",2,21.375,10,0,NA,148.877334,388.2119176,152.1381334,58.54813267,320.3071898,NA
"751","09.09.2017",7,15.025,9,61,NA,113.4519668,416.1108561,142.2319648,106.0965232,309.9694024,NA
"752","09.10.2012",1,10.9875,19,80,NA,NA,NA,NA,NA,NA,NA
"753","09.10.2013",7,14.3125,10,21,NA,149.7617589,369.5406185,153.104644,85.61885861,260.8312423,83.86564326
"754","09.10.2014",5,17.875,10,NA,NA,134.3248568,487.3574299,221.0564064,63.33561111,308.5491418,NA
"755","09.10.2015",7,11.125,7,21,NA,149.2516077,368.4198186,124.4796757,108.60099,347.1875452,NA
"756","09.10.2016",7,9.125,10,61,NA,53.31560878,496.8109744,181.6931823,73.03185773,204.5645665,NA
"757","09.10.2017",5,12.475,8,20,NA,191.4296573,346.9775305,154.4441331,85.71980853,249.6086259,NA
"758","09.10.2018",3,15.125,9,0,NA,133.323304,426.7415717,179.1792192,93.76482685,262.7223611,NA
"759","09.11.2012",7,9.5,8,20,NA,NA,NA,NA,NA,NA,NA
"760","09.11.2013",5,7.7,16,63,NA,99.93179595,391.2574305,136.2876451,49.8879972,221.2317627,54.47857506
"761","09.11.2014",3,10.625,8,NA,NA,118.44693,686.6706518,299.9261716,85.94992221,376.1240181,NA
"762","09.11.2015",5,12,15,21,NA,142.2526057,266.4938842,106.9117576,113.8022194,186.8693528,NA
"763","09.11.2016",0,1.25,4,10,NA,102.8007786,225.6254094,76.8691466,85.84756516,216.2905467,NA
"764","09.11.2017",6,8.55,9,10,NA,120.4738121,214.1924219,90.82647032,101.3991816,186.8220428,NA
"765","09.11.2018",7,9.3,6,61,NA,86.88864753,262.835937,115.07922,87.4693802,210.7539987,NA
"766","09.12.2013",7,9.2375,10,45,NA,134.68055,224.635146,104.2260921,63.5616526,170.5249729,28.67288419
"767","09.12.2014",8,2.125,9,45,NA,110.4765461,264.8816247,110.1888262,73.03754975,272.8289626,NA
"768","09.12.2015",3,8.75,12,21,NA,72.7122842,261.9678437,85.98949113,58.13444299,182.8127739,NA
"769","09.12.2016",7,8.875,13,20,NA,81.54521248,240.5022423,81.35624813,156.1458282,158.6410625,NA
"770","09.12.2017",3,3.5125,10,61,NA,109.5667009,337.9447631,128.712796,88.90798765,213.9928758,NA
"771","09.12.2018",7,6.95,18,61,NA,105.3319101,459.7490728,199.0755851,73.59618394,279.2510017,NA
"772","10.01.2012",6,6.1125,10,NA,NA,NA,NA,NA,NA,NA,NA
"773","10.01.2014",7,6.6375,17,61,NA,119.0555406,286.4827217,95.58155606,201.1915175,218.4971248,37.97758324
"774","10.01.2015",6,10,28,61,NA,67.95483948,349.3445315,122.2656902,98.72402358,304.3346714,NA
"775","10.01.2016",7,2.125,8,63,NA,39.93781848,410.0894864,133.8429855,155.8794718,121.4932825,NA
"776","10.01.2017",7,2.625,9,10,NA,114.5366122,204.4674431,70.61140483,106.3598534,203.0786635,NA
"777","10.01.2018",6,4.0125,6,21,NA,92.16322131,213.4937486,72.31077095,96.69969873,192.2646357,NA
"778","10.01.2019",7,1.4,7,NA,NA,142.1952706,248.778343,108.7230553,131.9719307,282.8767697,NA
"779","10.02.2012",6,-2.8125,8,71,NA,NA,NA,NA,NA,NA,NA
"780","10.02.2014",2,6.6375,9,NA,NA,154.1837433,289.5272309,109.5884239,89.35839515,249.7735153,128.0572084
"781","10.02.2015",7,7.625,11,NA,NA,94.75815355,266.4984616,103.7389736,52.63980932,259.0007241,NA
"782","10.02.2016",7,3.75,9,61,NA,64.74824792,257.3306646,80.27378248,65.30282393,264.7254639,NA
"783","10.02.2017",7,-1.75,16,10,NA,121.1440211,261.3573659,90.32086575,103.705254,291.9913579,NA
"784","10.02.2018",1,0.5625,4,10,NA,162.6570023,309.5805545,130.957351,116.0617371,366.5534912,NA
"785","10.02.2019",7,5.125,7,61,NA,78.15830185,423.5007119,212.5254622,104.210074,291.7112005,NA
"786","10.03.2012",6,8.7,19,10,NA,NA,NA,NA,NA,NA,NA
"787","10.03.2014",0,15.8,9,NA,NA,150.5168912,317.3787021,112.7940996,85.5428446,194.3663282,46.39628677
"788","10.03.2015",3,9.5,13,10,NA,120.0535489,279.6499612,130.3254548,78.23712042,232.5383948,NA
"789","10.03.2016",8,4.375,11,10,NA,144.6709194,293.9088209,60.83414172,160.6570214,229.7604038,NA
"790","10.03.2017",4,8.75,16,0,NA,100.4506211,269.0691523,85.99993608,71.14066096,220.5610311,NA
"791","10.03.2018",8,3.4,10,63,NA,151.5237635,344.8754272,147.4223852,92.68370792,201.7148961,NA
"792","10.03.2019",6,6.8875,10,21,NA,141.6188479,518.7838881,340.8586143,77.75838442,297.2398949,NA
"793","10.04.2012",8,10.5875,10,61,NA,NA,NA,NA,NA,NA,NA
"794","10.04.2014",7,9.75,4,NA,NA,153.6899131,362.3072963,139.4436742,65.38477469,296.2725799,63.61214263
"795","10.04.2015",1,14.125,8,5,NA,125.6407823,449.2008531,176.1916319,72.67523909,273.777005,NA
"796","10.04.2016",7,10.875,13,NA,NA,52.04364072,396.7481476,129.3526612,61.34001674,244.0330685,NA
"797","10.04.2017",7,9.5,19,21,NA,157.0296707,371.780198,180.1852191,133.4550273,280.0389593,NA
"798","10.04.2018",8,5.1625,21,10,NA,116.487323,260.8190895,84.04971815,89.27293771,203.766869,NA
"799","10.04.2019",0,6.275,14,5,NA,106.7536099,343.7041642,121.4922042,NA,258.7221788,NA
"800","10.05.2012",7,17.85,12,61,NA,NA,NA,NA,NA,NA,NA
"801","10.05.2013",5,15.5,12,21,NA,NA,NA,NA,NA,NA,NA
"802","10.05.2014",7,13.275,12,61,NA,123.7246746,478.6170661,166.3293415,152.7097029,335.9387471,48.82944426
"803","10.05.2015",2,12.75,18,0,NA,54.67672915,492.0104897,161.9444548,76.92564496,319.4544965,NA
"804","10.05.2016",0,20.875,14,NA,NA,92.27892611,305.2195988,72.98352475,62.78553015,187.1040612,NA
"805","10.05.2017",7,9.25,11,61,NA,110.0539064,336.0641964,119.9119547,113.9396438,313.4018101,NA
"806","10.05.2018",5,20.525,9,95,NA,65.37001301,499.7350131,213.6206438,53.52476846,301.1983607,NA
"807","10.05.2019",7,10.4625,11,61,NA,196.2143575,342.4988308,124.5534851,NA,275.935944,NA
"808","10.06.2012",6,15,16,51,NA,NA,NA,NA,NA,NA,NA
"809","10.06.2013",2,17.725,8,0,NA,NA,NA,NA,NA,NA,NA
"810","10.06.2014",1,25.7875,9,NA,NA,183.9187548,481.2506141,171.1613658,79.38803249,255.648794,105.9465754
"811","10.06.2015",0,18,7,NA,NA,109.6726005,338.3094878,108.4169229,71.22227411,245.4624843,NA
"812","10.06.2016",3,18.125,13,NA,NA,138.780098,382.4622861,129.4074457,120.3204341,285.0175462,NA
"813","10.06.2017",5,19.25,10,0,NA,155.2444575,394.6597485,210.9751774,55.42312265,295.9252376,NA
"814","10.06.2018",7,19.1,8,61,NA,98.57285776,493.2413336,215.850855,62.31283464,295.9730836,NA
"815","10.06.2019",7,16.125,14,61,NA,NA,NA,NA,NA,NA,NA
"816","10.07.2012",6,18.825,14,1,NA,NA,NA,NA,NA,NA,NA
"817","10.07.2013",2,19.6875,13,5,NA,135.1323143,567.3657645,265.1091425,73.80565111,343.3530665,34.25804091
"818","10.07.2014",0,24.757142,18,0,NA,132.7247063,531.353706,223.6191191,55.49220042,277.4005412,NA
"819","10.07.2015",3,16.125,18,21,NA,124.786804,419.9207255,175.4155712,74.96380731,296.2300387,NA
"820","10.07.2016",6,24.125,8,NA,NA,74.7486672,603.8622759,216.5857039,121.0036518,245.9104213,NA
"821","10.07.2017",7,17.5,6,61,NA,140.6417595,403.028343,177.4539279,82.35560405,308.7071268,NA
"822","10.07.2018",2,18.675,15,5,NA,161.3882871,496.1905849,231.0227384,63.94658448,314.8290114,NA
"823","10.07.2019",1,19.2125,11,NA,NA,NA,NA,NA,NA,NA,NA
"824","10.08.2012",6,17.3,14,25,NA,NA,NA,NA,NA,NA,NA
"825","10.08.2013",7,19.3625,12,61,NA,185.1771627,614.5118307,351.6170292,150.1223969,450.9933371,49.60360031
"826","10.08.2014",6,23.1,12,NA,NA,98.59195102,745.2592738,361.1579641,81.55068583,381.0818556,NA
"827","10.08.2015",3,22.5,8,21,NA,107.8238348,594.7621012,326.1812004,71.12531777,310.7881183,NA
"828","10.08.2016",4,14.5,15,95,NA,146.1084447,591.248087,315.4201543,74.01207121,406.1827888,NA
"829","10.08.2017",6,19.6,9,NA,NA,144.2704021,500.5437238,247.4188383,126.0712951,285.7680506,NA
"830","10.08.2018",5,17.325,16,61,NA,175.8894308,576.611306,328.9647422,76.81166512,377.6957876,NA
"831","10.09.2012",4,23.125,12,NA,NA,NA,NA,NA,NA,NA,NA
"832","10.09.2013",6,13.5875,11,65,NA,89.69445361,363.6678291,186.6318855,81.9233276,272.0857849,54.44425709
"833","10.09.2014",2,18.625,12,NA,NA,173.5462996,400.8311997,166.4159614,93.08572254,300.9688407,NA
"834","10.09.2015",1,17.625,14,NA,NA,117.4134943,389.6143048,160.1405875,71.69333221,268.2188565,NA
"835","10.09.2016",0,23.875,6,NA,NA,140.3767872,507.6899037,280.0094624,85.82469915,261.8239434,NA
"836","10.09.2017",2,17.65,11,0,NA,83.95485566,454.4700959,205.6931525,109.2225013,325.0477672,NA
"837","10.09.2018",5,19.2375,12,NA,NA,133.6449684,361.8965155,151.9205715,90.60754449,291.9470011,NA
"838","10.10.2012",5,10.1,12,80,NA,NA,NA,NA,NA,NA,NA
"839","10.10.2013",5,10.975,6,NA,NA,119.300285,349.1494909,157.4914531,65.01769829,266.1567335,77.7390715
"840","10.10.2014",4,16.375,10,NA,NA,132.3170202,472.0689573,240.8132122,67.02086431,350.0913052,NA
"841","10.10.2015",1,9.75,14,0,NA,142.8194186,443.6233098,233.9765478,116.4561936,308.7128854,NA
"842","10.10.2016",7,11.125,10,61,NA,130.880964,380.1534583,144.6193348,56.18986088,272.0964601,NA
"843","10.10.2017",7,14.05,9,63,NA,121.0177079,351.2179088,136.7178858,61.93178211,226.8222086,NA
"844","10.10.2018",0,17.1,6,10,NA,114.3459558,407.2228812,178.3704876,65.91138248,258.4241444,NA
"845","10.11.2013",2,6.9875,12,63,NA,108.5616603,554.3588489,190.9639005,54.99782722,338.8937232,36.92826444
"846","10.11.2014",6,8.75,7,61,NA,132.4509338,316.3340103,135.031554,53.69260899,260.9495839,NA
"847","10.11.2015",7,15,18,61,NA,54.24917426,237.9066726,77.2591246,66.91032866,195.4047224,NA
"848","10.11.2016",7,4,8,22,NA,104.9442373,222.9529355,73.25326129,72.55144288,156.3484423,NA
"849","10.11.2017",7,7.5375,16,61,NA,114.1069262,240.1477726,90.06905099,104.3638248,195.1519691,NA
"850","10.11.2018",7,11.425,8,61,NA,106.8603409,339.970806,174.0555245,121.5235111,278.3298236,NA
"851","10.12.2012",8,0.1875,18,71,NA,NA,NA,NA,NA,NA,NA
"852","10.12.2013",7,7.1875,8,61,NA,104.352035,257.9482468,112.1245684,138.6558121,149.4313428,115.9342347
"853","10.12.2014",5,4.875,13,61,NA,99.91871718,252.6990079,95.94460777,63.15531764,269.4164566,NA
"854","10.12.2015",7,6.625,13,21,NA,87.3496996,275.8710199,100.9203719,132.9503809,217.2107197,NA
"855","10.12.2016",7,9.5,10,61,NA,82.98654123,345.3011454,101.2933198,148.6112598,227.8746817,NA
"856","10.12.2017",7,0.9875,9,22,NA,46.1034351,405.9932577,141.2284298,100.2462921,230.0090529,NA
"857","10.12.2018",5,4.9125,15,21,NA,135.0581777,245.532581,95.93196796,82.51784655,235.5760842,NA
"858","11.01.2012",6,7.8625,16,51,NA,NA,NA,NA,NA,NA,NA
"859","11.01.2014",7,5.5875,18,63,NA,127.9598653,384.2298362,135.2976293,66.25996336,255.193769,51.6599611
"860","11.01.2015",5,4.25,23,61,NA,102.5035565,551.2047827,184.2290988,144.8861962,314.2825264,NA
"861","11.01.2016",7,2.5,6,45,NA,123.4681614,230.9960555,85.86973081,57.57858201,189.5597495,NA
"862","11.01.2017",7,4.625,15,61,NA,49.4763974,174.9998324,62.03059651,140.4854472,191.1032385,NA
"863","11.01.2018",7,3.8375,10,61,NA,126.2199743,222.6566608,75.96285441,90.30805302,170.3541158,NA
"864","11.01.2019",6,6.8625,15,61,NA,145.981413,225.4196109,85.95103606,86.21401536,279.0845513,NA
"865","11.02.2012",7,-4.575,8,78,NA,NA,NA,NA,NA,NA,NA
"866","11.02.2014",7,4.925,12,61,NA,93.60500319,316.5888285,73.98866047,90.81216014,236.7220734,84.5644204
"867","11.02.2015",8,4,5,NA,NA,94.70229201,283.8321576,99.66097414,131.60592,275.5024445,NA
"868","11.02.2016",7,5.25,7,61,NA,90.76300009,297.5032993,91.35351208,86.22071364,238.7429907,NA
"869","11.02.2017",7,0,17,0,NA,100.9892053,370.1849919,107.6774407,64.3576535,265.755181,NA
"870","11.02.2018",7,2.3375,11,75,NA,50.42650353,400.7996069,154.4820163,76.36580312,313.299044,NA
"871","11.02.2019",2,5.9375,16,0,NA,165.0937871,254.8334225,88.86250813,50.88299905,309.0955882,NA
"872","11.03.2012",6,8.95,14,NA,NA,NA,NA,NA,NA,NA,NA
"873","11.03.2014",0,7.85,9,NA,NA,151.2211688,264.3774673,118.4366434,86.75533241,257.8692231,53.33129981
"874","11.03.2015",0,9.125,12,NA,NA,77.59252788,274.7199502,102.0681117,75.67855621,223.9701037,NA
"875","11.03.2016",8,3.5,11,NA,NA,147.9670843,254.5335408,91.452045,83.44093782,240.6912581,NA
"876","11.03.2017",2,7.75,9,0,NA,121.8698839,275.9412414,108.4183826,54.87325422,270.4081256,NA
"877","11.03.2018",5,11.475,7,45,NA,44.51417335,468.8307073,152.2782412,74.55683633,267.9152188,NA
"878","11.03.2019",5,4.075,6,61,NA,93.92084184,260.7216835,109.8948289,68.59594086,239.5404032,NA
"879","11.04.2012",7,10.475,12,NA,NA,NA,NA,NA,NA,NA,NA
"880","11.04.2014",6,12.0625,10,NA,NA,150.1979745,375.8379495,141.6859135,51.05628933,277.160414,63.51131052
"881","11.04.2015",2,16.75,14,61,NA,149.4711459,435.9379972,241.9542455,160.0360181,279.734032,NA
"882","11.04.2016",1,10,15,5,NA,123.7026992,266.3666253,108.0614634,59.09839266,200.3842794,NA
"883","11.04.2017",5,8.75,18,21,NA,142.4508581,358.6647573,178.8572176,172.589776,246.5835978,NA
"884","11.04.2018",8,4.7125,22,NA,NA,82.02682342,265.2099493,68.02451012,90.86432767,171.0568704,NA
"885","11.04.2019",7,5.3375,12,22,NA,184.3055599,354.7529028,128.1263149,NA,247.9806611,NA
"886","11.05.2012",5,16.525,19,NA,NA,NA,NA,NA,NA,NA,NA
"887","11.05.2013",7,15.4125,11,NA,NA,NA,NA,NA,NA,NA,NA
"888","11.05.2014",7,11.5625,12,63,NA,61.00658246,460.6825123,160.1912034,57.24540614,361.9699601,53.80807871
"889","11.05.2015",0,19.75,11,NA,NA,129.8779618,336.1276297,102.8446716,133.6751623,205.6673467,NA
"890","11.05.2016",0,20.625,15,NA,NA,85.92964105,309.3459088,141.5518543,88.27061606,223.1868656,NA
"891","11.05.2017",0,13.375,14,NA,NA,142.6771834,363.4733421,131.2447225,63.84393795,267.4821522,NA
"892","11.05.2018",1,15.1,8,NA,NA,206.8119506,494.2691163,239.4777102,80.07919789,283.0148448,NA
"893","11.05.2019",1,11.525,9,NA,NA,166.0364571,494.1983322,233.2713565,NA,301.8017943,NA
"894","11.06.2012",3,16.525,8,NA,NA,NA,NA,NA,NA,NA,NA
